,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Lewisporte,49.2499,-55.0482,21.2,73,40,8.05,CA,1614470134
358,Okha,53.5739,142.9478,8.2,95,100,14.61,RU,1614470134
359,Araucária,-25.5931,-49.4103,64.0,94,75,12.66,BR,1614469991
360,Lázaro Cárdenas,17.9583,-102.2,79.09,66,0,7.99,MX,1614470082
361,Pozo Colorado,-23.4923,-58.7972,87.44,37,72,7.34,PY,1614470135
362,Narsaq,60.9167,-46.05,23.0,46,20,12.66,GL,1614470135
363,Porto Walter,-8.2686,-72.7439,74.91,96,94,1.1,BR,1614470136
364,Kamskoye Ustye,55.2016,49.268,1.4,78,40,13.42,RU,1614470136
365,Shelburne,44.0787,-80.2041,37.0,88,41,14.54,CA,1614470136
366,La Primavera,5.4906,-70.4092,88.02,40,82,6.11,CO,1614470136
367,Flinders,-34.5833,150.8552,78.01,71,6,4.0,AU,1614470136
368,Russell,32.3502,-85.1999,75.2,69,40,3.22,US,1614470003
369,Parrita,9.5201,-84.3225,75.2,73,75,18.41,CR,1614470137
370,Ellsworth,44.5434,-68.4195,42.01,100,90,14.97,US,1614470137
371,Kawalu,-7.3817,108.2082,74.55,85,79,1.3,ID,1614470137
372,Barentu,15.1139,37.5928,57.69,44,13,2.51,ER,1614470137
373,Diyarb Najm,30.7542,31.4393,48.97,94,0,6.17,EG,1614470138
374,Khatanga,71.9667,102.5,-36.69,79,9,2.75,RU,1614470138
375,Uarini,-2.99,-65.1083,78.8,89,40,8.05,BR,1614470138
376,Santa Cruz del Sur,20.7147,-77.9956,81.41,61,36,4.54,CU,1614470138
377,New Haven,41.4001,-72.9329,46.4,87,20,5.75,US,1614470139
378,Ozinki,51.1786,49.6769,12.74,92,100,16.62,RU,1614470139
379,Abbeville,50.1,1.8333,37.99,83,12,7.45,FR,1614470139
380,San Francisco,37.7749,-122.4194,64.4,55,20,20.71,US,1614470028
381,Durant,33.994,-96.3708,57.99,100,90,6.91,US,1614469987
382,Kaitangata,-46.2817,169.8464,66.0,93,97,9.04,NZ,1614470139
383,Anadyr,64.75,177.4833,-25.01,68,0,8.95,RU,1614470140
384,Ust-Tsilma,65.441,52.1498,3.63,93,99,6.29,RU,1614470140
385,Fernandina Beach,30.6697,-81.4626,73.0,85,1,12.66,US,1614470140
386,Yizheng,24.6706,103.4296,45.77,96,45,7.38,CN,1614470141
387,Cascavel,-24.9558,-53.4553,65.53,95,9,8.9,BR,1614470141
388,Dessie,11.1333,39.6333,55.47,83,72,1.28,ET,1614470141
389,Caravelas,-17.7125,-39.2481,75.76,84,80,4.29,BR,1614470142
390,Florø,61.5996,5.0328,42.8,93,90,13.8,NO,1614470142
391,Yining,29.0361,114.5636,49.59,82,96,1.66,CN,1614470142
392,Xichang,27.8964,102.2634,53.19,62,88,4.41,CN,1614470142
393,Dalbandin,28.8947,64.4101,45.14,25,0,6.85,PK,1614470142
394,Dunedin,-45.8742,170.5036,63.0,88,92,11.79,NZ,1614470062
395,Māndal,25.45,74.5667,66.63,51,0,5.68,IN,1614470043
396,Gold Coast,-28.0,153.4333,84.99,69,90,9.22,AU,1614469952
397,Tieling,42.2931,123.8414,38.66,75,59,12.39,CN,1614470143
398,Brunswick,41.2381,-81.8418,39.99,84,64,1.01,US,1614469670
399,Malanje,-9.5402,16.341,62.67,90,40,2.66,AO,1614470144
400,East Wenatchee Bench,47.4257,-120.2812,48.99,34,1,10.36,US,1614470144
401,Arona,28.0996,-16.681,61.0,63,20,5.75,ES,1614470144
402,Barra,-11.0894,-43.1417,78.55,66,64,4.12,BR,1614470144
403,Severomorsk,69.0689,33.4162,21.2,93,75,2.24,RU,1614470145
404,Ust'-Ilimsk,58.0006,102.6619,-11.38,88,100,5.75,RU,1614470145
405,Novy Urengoy,66.0833,76.6333,-26.91,86,48,6.44,RU,1614470145
406,Arman',59.7,150.1667,0.23,82,68,8.99,RU,1614470145
407,Jurm,36.8648,70.8342,22.3,65,0,6.76,AF,1614470146
408,Pevek,69.7008,170.3133,-23.75,93,5,2.62,RU,1614470146
409,Ust-Maya,60.4167,134.5333,-5.33,90,100,5.19,RU,1614470146
410,Sarangani,5.4033,125.4636,82.51,78,75,9.08,PH,1614470146
411,Kavaratti,10.5669,72.642,81.36,76,0,11.5,IN,1614470146
412,Lodja,-3.4833,23.4333,71.64,85,63,0.54,CD,1614470147
413,Guerrero Negro,27.9769,-114.0611,62.38,57,100,12.77,MX,1614470147
414,Forsytheganj,52.6333,29.7333,32.81,95,100,9.93,BY,1614470147
415,Williston,48.147,-103.618,21.0,73,90,8.05,US,1614469982
416,Esso,55.9333,158.7,14.43,90,100,3.62,RU,1614470148
417,Geraldton,-28.7667,114.6,75.2,43,0,18.41,AU,1614470148
418,Shimoda,34.6667,138.95,42.8,65,40,10.36,JP,1614470149
419,Khani,41.9563,42.9566,35.6,87,0,4.61,GE,1614470149
420,Tulu Bolo,8.6667,38.2167,58.51,67,35,3.83,ET,1614470149
421,Sangar,63.9242,127.4739,-16.94,88,100,7.54,RU,1614470149
422,Nago,26.5881,127.9761,71.6,88,75,7.4,JP,1614470149
423,Aitape,-3.1374,142.3475,82.58,77,90,5.61,PG,1614470149
424,Quelimane,-17.8786,36.8883,80.6,83,40,4.61,MZ,1614470150
425,Turaif,31.6725,38.6637,50.0,46,40,10.36,SA,1614470150
426,Kungurtug,50.5994,97.5228,-14.46,79,98,0.94,RU,1614470150
427,Miandrivazo,-19.5167,45.4667,77.16,85,93,2.91,MG,1614470150
428,Zaterechnyy,44.7931,45.2097,40.59,89,100,13.2,RU,1614470150
429,Moyale,3.5167,39.0584,72.07,36,0,8.25,KE,1614470151
430,Kiryat Gat,31.61,34.7642,55.0,79,23,8.43,IL,1614470043
431,Okitipupa,6.5047,4.7839,77.47,91,60,2.01,NG,1614470151
432,Novikovo,51.1537,37.8879,33.4,93,100,9.46,RU,1614470152
433,Sørland,67.667,12.6934,43.09,88,91,23.44,NO,1614470152
434,Machico,32.7,-16.7667,59.0,77,40,17.27,PT,1614470152
435,Korla,41.7597,86.1469,28.51,50,100,2.21,CN,1614470152
436,Kahului,20.8947,-156.47,80.6,57,75,25.32,US,1614470064
437,Varhaug,58.6147,5.6457,41.0,96,62,3.0,NO,1614470153
438,Manono,-7.3,27.4167,69.64,94,91,0.27,CD,1614470153
439,South Venice,27.0531,-82.4243,77.0,78,20,3.44,US,1614470153
440,Ortona,42.3496,14.4039,53.01,76,75,6.91,IT,1614470153
441,Dabakala,8.3667,-4.4333,81.23,53,10,7.4,CI,1614470154
442,Walvis Bay,-22.9575,14.5053,64.0,88,35,2.3,NA,1614470154
443,Karlovo,42.6333,24.8,46.99,62,18,6.2,BG,1614470154
444,Dobre Miasto,53.9867,20.3975,30.2,100,0,3.44,PL,1614470155
445,Patitiri,39.15,23.8667,55.0,60,0,1.99,GR,1614470155
446,Tabuk,17.4189,121.4443,74.52,85,93,2.57,PH,1614470155
447,Vancouver,49.2497,-123.1193,46.0,65,75,6.91,CA,1614469519
448,Brandon,27.9378,-82.2859,80.6,61,40,3.09,US,1614469905
449,Ende,-8.8432,121.6623,80.92,75,68,5.82,ID,1614470156
450,Kitami,43.8031,143.8908,16.0,79,0,6.91,JP,1614470156
451,Masumbwe,-3.6333,32.1833,62.62,89,64,1.66,TZ,1614470156
452,Ixtapa,20.7,-105.2,77.0,73,1,9.22,MX,1614470156
453,Oparino,59.8518,48.2783,-5.6,92,80,4.52,RU,1614470157
454,Nicoya,10.1483,-85.452,86.0,48,40,25.32,CR,1614470157
455,Amga,60.8953,131.9608,-14.35,95,100,4.0,RU,1614470157
456,Landau,49.2075,8.1133,37.99,84,0,4.0,DE,1614470157
457,Seybaplaya,19.65,-90.6667,89.6,37,20,13.8,MX,1614470158
458,Sistranda,63.7256,8.834,44.6,93,75,27.63,NO,1614470158
459,Mindelo,16.8901,-24.9804,68.0,60,75,20.71,CV,1614470158
460,Inhambane,-23.865,35.3833,72.34,77,95,10.09,MZ,1614470158
461,Marsaxlokk,35.8419,14.5431,54.0,93,0,3.44,MT,1614470159
462,Antofagasta,-23.65,-70.4,69.8,73,20,11.5,CL,1614469863
463,Ryōtsu-minato,38.0833,138.4333,32.0,64,0,5.75,JP,1614470159
464,Port-Gentil,-0.7193,8.7815,80.6,89,40,5.75,GA,1614470159
465,Oktyabr'skiy,54.4815,53.471,26.87,98,100,4.14,RU,1614470160
466,Zhireken,52.8249,117.3076,-17.73,81,0,3.06,RU,1614470160
467,Ladário,-19.0047,-57.6017,81.41,55,30,4.12,BR,1614470160
468,Chenghai,23.4632,116.768,62.6,82,75,4.47,CN,1614470160
469,Wamba,8.9333,8.6,77.97,18,0,4.45,NG,1614470160
470,Westport,41.1415,-73.3579,46.99,100,92,11.36,US,1614470160
471,Katobu,-4.9408,122.5276,79.74,84,100,7.07,ID,1614470161
472,Ambulu,-8.345,113.6058,77.83,84,93,2.62,ID,1614470161
473,Ontario,34.0633,-117.6509,71.01,28,1,8.05,US,1614470162
474,Upper Arlington,39.9945,-83.0624,48.99,76,1,4.61,US,1614470162
475,Houma,29.5958,-90.7195,77.0,83,40,11.5,US,1614469958
476,Iracoubo,5.4802,-53.2011,76.71,84,90,15.5,GF,1614470162
477,Katherine,-14.4667,132.2667,82.4,78,57,4.61,AU,1614470162
478,Kedrovyy,56.1667,91.8167,-9.4,77,0,4.47,RU,1614470162
479,Laas,46.6166,10.7002,42.01,93,0,8.05,IT,1614470163
480,Zambezi,-13.5432,23.1047,64.9,94,89,1.88,ZM,1614470163
481,High Rock,26.6208,-78.2833,77.0,78,20,8.05,BS,1614470164
482,Lorengau,-2.0226,147.2712,83.5,76,91,10.38,PG,1614470164
483,Vestmannaeyjar,63.4427,-20.2734,43.52,69,100,34.56,IS,1614470164
484,Sauda,59.6506,6.3542,39.99,94,100,4.56,NO,1614470164
485,Poso,-1.3959,120.7524,80.98,72,100,1.48,ID,1614470164
486,San Quintín,30.4833,-115.95,61.16,70,1,11.32,MX,1614470165
487,Vanderhoof,54.0166,-124.0198,30.24,97,100,1.57,CA,1614470165
488,Ust-Kuyga,70.0167,135.6,-31.59,94,8,1.7,RU,1614470165
489,Hofn,64.2539,-15.2082,43.41,79,100,34.92,IS,1614470165
490,Sawākin,19.1059,37.3321,71.96,70,1,4.52,SD,1614470165
491,Parede,38.6928,-9.3541,59.0,54,99,1.99,PT,1614470166
492,Kodinsk,58.6881,99.1844,-14.82,87,100,4.27,RU,1614470166
493,San Felipe,10.3399,-68.7425,69.8,86,39,7.14,VE,1614469897
494,Dublin,37.7021,-121.9358,62.6,34,1,17.27,US,1614470166
495,Virginia Beach,36.8529,-75.978,62.6,67,75,5.75,US,1614469962
496,Puerto Ayacucho,5.6639,-67.6236,84.15,47,40,7.14,VE,1614470167
497,Bom Jesus,-9.0744,-44.3586,73.8,89,93,0.51,BR,1614470167
498,Acajutla,13.5928,-89.8275,91.4,29,0,6.42,SV,1614470167
499,Vardø,70.3705,31.1107,24.8,86,0,13.8,NO,1614470167
500,Upata,8.0086,-62.3989,75.99,86,74,8.01,VE,1614470167
501,Juba,4.8517,31.5825,76.06,35,77,0.36,SS,1614470110
502,Abu Samrah,35.3029,37.1841,49.28,52,0,4.54,SY,1614470168
503,Ucluelet,48.9329,-125.5528,44.01,75,90,5.75,CA,1614470168
504,Mokhsogollokh,61.4681,128.9203,-13.92,87,100,6.44,RU,1614470168
505,Manche,49.0,-1.1667,41.0,87,0,5.75,FR,1614470169
506,Rossland,49.0831,-117.8022,30.0,45,70,1.88,CA,1614469928
507,Port Augusta,-32.5,137.7667,82.99,73,0,11.5,AU,1614470169
508,Chapais,49.7834,-74.8492,26.6,86,90,3.44,CA,1614470169
509,Sobolevo,54.4299,31.8996,31.26,98,100,9.64,RU,1614470170
510,Sai Buri,6.7013,101.6168,73.18,81,0,4.52,TH,1614470170
511,Nipawin,53.3668,-104.0009,-4.0,65,90,13.8,CA,1614470170
512,Arti,56.4234,58.5328,6.75,92,91,12.1,RU,1614470170
513,Mayumba,-3.432,10.6554,78.8,86,91,7.99,GA,1614470171
514,Berlevåg,70.8578,29.0864,30.2,80,75,10.36,NO,1614470171
515,Puerto Escondido,15.85,-97.0667,82.4,74,40,9.22,MX,1614470171
516,Severo-Kuril'sk,50.6789,156.125,24.53,83,89,27.78,RU,1614470171
517,Dunaszekcső,46.0866,18.7587,41.0,75,0,4.61,HU,1614470172
518,Ascension,30.2169,-90.9001,79.0,65,75,11.5,US,1614470172
519,Nova Soure,-11.2333,-38.4833,75.4,81,50,11.88,BR,1614470172
520,Mawlaik,23.6333,94.4167,59.86,53,0,0.34,MM,1614470173
521,São José da Coroa Grande,-8.8978,-35.1478,79.29,77,69,6.69,BR,1614470173
522,Pokhara,28.2333,83.9833,63.01,35,64,5.14,NP,1614470173
523,Ocean City,39.2776,-74.5746,48.2,81,1,9.22,US,1614469896
524,Aklavik,68.2191,-135.0107,-22.0,63,1,5.75,CA,1614470173
525,Grand Gaube,-20.0064,57.6608,77.0,81,5,3.0,MU,1614470174
526,Sittwe,20.15,92.9,66.78,91,7,5.3,MM,1614470174
527,Yabēlo,4.8833,38.0833,62.78,41,42,3.96,ET,1614470174
528,Ust'-Ishim,57.6935,71.1665,-20.63,87,82,7.05,RU,1614470175
529,Mmathubudukwane,-24.6,26.4333,64.4,94,0,6.91,BW,1614470175
530,Kuppam,12.75,78.3667,66.29,54,0,1.07,IN,1614470175
531,Silver City,32.7701,-108.2803,59.0,7,1,19.57,US,1614470175
532,Atasū,48.6814,71.6433,14.31,87,100,16.08,KZ,1614470175
533,Sabang,5.8933,95.3214,79.81,64,1,4.07,ID,1614470176
534,High Prairie,55.4334,-116.4858,19.4,58,57,4.61,CA,1614470176
535,Porbandar,21.6422,69.6093,71.47,90,0,7.36,IN,1614470176
536,Onguday,50.75,86.15,-9.76,78,5,3.27,RU,1614470176
537,Puerto Baquerizo Moreno,-0.9,-89.6,78.89,81,53,7.14,EC,1614470177
538,Pandan,14.0453,124.1694,80.64,83,97,9.17,PH,1614470177
539,Ballitoville,-29.539,31.2144,72.0,88,20,1.14,ZA,1614470177
540,Havøysund,70.9963,24.6622,37.4,93,75,14.97,NO,1614470177
541,Senanga,-16.1167,23.2667,63.3,95,98,5.97,ZM,1614470178
542,Praia,14.9215,-23.5087,68.0,73,75,20.71,CV,1614470178
543,Grand-Lahou,5.1367,-5.0242,78.8,88,96,7.65,CI,1614470178
544,Biltine,14.5333,20.9167,71.91,21,0,8.86,TD,1614470178
545,Prince Rupert,54.3161,-130.3201,39.2,93,90,16.11,CA,1614470171
546,Kirakira,-10.4544,161.9205,85.14,69,92,6.4,SB,1614470179
547,Xining,36.6167,101.7667,22.21,85,100,2.21,CN,1614470179
548,Ust'-Koksa,50.2696,85.6108,-7.42,81,51,2.1,RU,1614470179
549,Mosquera,4.7059,-74.2302,55.4,94,75,4.61,CO,1614469956
550,Kargasok,59.0556,80.8572,-21.35,87,38,6.33,RU,1614470180
551,Abonnema,4.7084,6.7931,80.6,89,40,3.44,NG,1614470180
552,Cayenne,4.9333,-52.3333,78.8,83,75,10.36,GF,1614470180
553,Qandala,11.472,49.8728,75.07,73,0,1.36,SO,1614470180
554,Antsohihy,-14.8796,47.9875,72.82,94,100,3.98,MG,1614470181
555,Novoagansk,61.9449,76.6625,-18.89,88,80,4.18,RU,1614470181
556,Nouadhibou,20.931,-17.0347,62.6,67,0,20.71,MR,1614470181
557,Praia da Vitória,38.7333,-27.0667,59.0,88,20,15.03,PT,1614470181
558,Ekibastuz,51.6667,75.3667,4.98,94,100,13.65,KZ,1614470102
559,Margate,51.3813,1.3862,43.0,89,0,1.99,GB,1614470182
560,Gewanē,10.1664,40.6453,77.05,35,0,3.33,ET,1614470182
561,Cururupu,-1.8283,-44.8683,74.73,94,78,2.57,BR,1614470182
